Text,Label
@TommyPistol You People. Chinese Virus. Grab it by the pussy. Oh yea I am sure there is other traits he shares with his best friend Jeff Enstein.,Neutral
"@DanFlagg52 @KyleLarsonRacin You are a pussy. I’ll take the China, yes, China corona virus any day before the flu. Check the numbers. Oh, wait, you are old as fuck. That’s why you are being a puss.",Neutral
"Hey, I don’t know who needs to hear this but making a globally dangerous virus into an anime girl and giving her a traditional Chinese outfit is completely racist and also inconsiderate! Keep Corona-Chan off my fucking timeline, it’s horrible and I will block you dammit!!",Counterhate
China is going to kill America one way or another.,Non-Asian Aggression
"Lies, #Hydroxycloroquine cures 99%. How could #WuhanVirus kill millions. They think we are stupid.@realDonaldTrump She even says and ruin economy. We have been duped.",Neutral
"@CNN Wuhan Flu, WuFlu, KungFlu, Chinese Virus, whatever. You can bet your ass if it originated in NYC or Philly or Chicago the city would be part of the name.",Hate
"#WHO th fuck are these people? They have the job of directing the planet on health matters, what do they do when they see a contagious virus? Bleat &amp; whine, when what should have happened was a complete lock down of #Wuhan as soon as people were falling down on the street.",Non-Asian Aggression
"Ok, now Russia officially on quarantine because some random Chinese bastard ate a fucking bat few month ago. Awesome.  #fuckchina",Hate
Somebody said so the corona virus stopping y’all from eating Chinese food but HIV not stopping y’all from fucking raw 😭😭,Neutral
@sagarikaghose Fuck off with your contrarian view.. you all just want to make a living by politicising Chinese virus ! You are worse than a red light worker,Neutral
The chinese shit now will take over the world!  https://t.co/utNbOlf4kb,Hate
China just sent medical supplies to the U.S. contaminated with the Chinese Wuhan Bat Flue Virus.  When are we going to learn that these bastards are not our friends.  DON'T BUY ANY MORE SHIT FROM CHINA!,Hate
"@ChineseEmbinUK Fuck your China , this whole shit that the whole world is facing right now and the deaths of people the guilty of all of this you China by lying about this Chinese virus or Wuhan virus. #ChinaVirus",Hate
I'm Japanese but I think Japanese government is the worst trash. I hate it. especially prime minister Abe is a fucking trash politician. He is the worst  prime minister ever. He is worse than Chinese government. He's about to kill  those who live in Japan. #coronavirus #japan,Non-Asian Aggression
@marklevinshow Nothing is more disgusting in America than a virus being spread by fake news .  152 countries around the world have citizens dying of a Chinese Pandemic and all the American mainstream media can do is try to blame it all on the US President.,Neutral
"@Union__Sparky @dvorakfilms @CheeksGrammy @dbongino Without a doubt, the coronavirus has killed far more people in China due to the government’s handling of the situation and their healthcare system than in any other country affected.  So, Communism kills people.  In Venezuela, their Socialist policies have also led to deaths.",Hate
Chinese anything is probably fucking bullshit tho,Non-Asian Aggression
@sejunvore CHINK SOLIDARITY !!!,Non-Asian Aggression
What the hell is it going to take for y'all to figure out that we are at war with China right now?! We are literally at War and you're worried about calling at the #ChineseVirus bunch of pussies.,Hate
@Xbox Are you nibbas making this shit in China I’m not trying to catch the coronavirus,Hate
"@PHelisexuality china have deep pockets and its flexing some muscles, people are been fed chinese propaganda, thats why all of the sudden its ""racist"" to link china to the virus.  but like mr.trump said, its not racist to call it the chinese virus because it comes from C H I N A 🤣 https://t.co/4r2Lx4cFsg",Hate
"@jling_lee @GaryPNabhan @HuXijin_GT Hi, chink Lee. A beauty, isn’t xi? https://t.co/V60dWgPDB0",Non-Asian Aggression
"@HeatherSunf @jtLOL @ScottGottliebMD Fuck off, Commie #ChinaLiedPeopleDied #FucktheCCP",Hate
"I know this administration has employed institutionally racist policy-making from the get go, but the Republican’s coming together to call COVID19 “China virus” or “Wuhan virus” is so blatantly racist, it’s striking.   They’re saying the quiet part loudly now, to get elected.",Counterhate
American blue check marks bitching and moaning about America's response to the Chinese virus should be grateful they are in America to bitch about it.  They can't. They're priviledged.,Non-Asian Aggression
"I would not wear one anyway...this Chinese Virus is a different strain of the flu/pneumonia.  Build up your immune system...all these wipes and shit will not help.  Between Hubs and I, who have family from majority of states and FB/Twitter friends, no one has it or knows any!",Neutral
@CNET Fuck chinese editors!  https://t.co/1Z3jf2Tf1d  #ChineseVirus  #COVID19  #coronavirus,Hate
i really do hope an Asian person whoops yall asses for these corona virus jokes https://t.co/K5QIRZreBL,Counterhate
"(3-28-10)  can not be stopped by anything. Goddess and Leela was having Knowledge body so they entered through small holes of chink and to inner palace, they had no difficulty in doing so. Had they been having physical bodies they had to exert a lot,",Neutral
"Hey here is an idea, don't call it the ""chinese virus"" you racist piece of absolute dog shit.",Counterhate
@RanaAyyub @AmyKazmin @RanaAyyub ...We have understood that you neither value human life nor even muslim life...you are on your propaganda.....you should have requested that community by making aware of Chinese corona virus ...but you type people are gaining on death of Muslims....you don’t care those,Non-Asian Aggression
@og1hunnit @Baybay13123 @ekuzy92 @PhillyWRLD @HanaHerro23 Where the fuck do you see the words hoax in this tweet. Yes the media has inflamed the corona virus not just the left but right media has too! You prolly think the calling it the Chinese virus is racist right?,Hate
"@awaisafzal0 Yeah we blame everyone, sure everything in politics is fucked up but come on dude we're talking about a Pandemic bro, just like The Spanish flu it was the same Chinese people who transported the Virus into Spain.",Hate
"Everything is just going on in a so fucking familiar way, it’s not a Dejave, and nothing you can do about it.  China has been through all of these steps, the US is copying the defection of them but not affordable for the further coming perfection. @realDonaldTrump @EpsilonTheory",Neutral
@unblesser you stfu asian chink,Non-Asian Aggression
"@shannondd76 @DeniseGundelfi1 @RealJohnDennis @EricTrump @kyleraccio That doesn't say that ""WHO said the virus was not transmitted human to human""  It says ""Chinese authorities have found no clear evidence of human to human transmission...""",Neutral
"Poll:  1/ 2  Do you believe as I do that the TIMING of the Wuhan Virus that's: Shut down our economy, Costing Americans their Jobs, Harming our Children's Psyche , Weakened our National Security, and Killing thousands of Innocent Americans-is just to damn coincidental - cont",Hate
@TomCottonAR @eyesoftheirish1 @JoeBiden @realDonaldTrump How much you wanna bet Biden calls it chink food when he orders carry out?,Neutral
@FEMA_Pete @HHSGov @fema Hospitals are empty. We're born with coronavirus  Wuhan is fake  https://t.co/CBXZnx8fyT  https://t.co/6f1SeWhtm3  #filmyourtown #FilmYourHospital We starve and you fight fake crap How can the protein in my body come from Wuhan It can't You cannot catch a virus or you'd have aids,Neutral
"Each one,one by one. Like Kurshad for fucking whole chinese people you dont need anybody. 1 Turkish is enough for fuck this creatures system. #ChineseVirus #ChinaVirus",Non-Asian Aggression
"@robbiecrazydude @Sayed_ibrahimi @FirstSquawk Viruses don't care what country anyone comes from. All the China haters over Covid19 are either bots or sockpuppets, or they have shit for brains.",Counterhate
"I believe that, it is the third virus from China in the last 10 years, coincidence? Probably not, but this one is killing people and killing global economy! Which Country benefit from that? China. With the reckless « sellout « of our Made in America policy, we surrendered to them",Hate
I absolutely cannot stand when I hear “it’s the Chinese virus” you iggnorant fucks,Counterhate
#coronavirus #CCPChina Do you really want us to believe that 5 million people left Wuhan? A city of 11 million people completely empty with no sign of life in satellite images? It's not fucking possible to hide so many or keep so many locked. They are all dead,Hate
@DXpnF9Ub06EwQFm @sanatani_atul @zbssx20021115 @iingwen @Taiwan_CDC @UN @WHO Did you come out of #CCPChina ? It's worse than cow shit.  #ChineseVirus #ChinaLiedPeopleDied #Taiwanhelps #ChineseVirus19 @hkpoliceforce  #HKPoliceBrutality   https://t.co/lYBFPdPwEl https://t.co/kV9iijOLnb,Hate
"@avinash_basava @aghori_AM @jenniferatntd @globaltimesnews No need to lough,, dont believe ok chinese,,, They are shipping faulty testing kits to many countries,, most of the countries have rejected the testing kits and medicines... #ChinaLiedPeopleDied",Hate
"J Balvin, Willy William - Mi Gente (Official Video) https://t.co/6E5S21A66O via @YouTube $DAX $SPX @Chinavirus  FUCK the virus ~  BACK TO MUSIC",Neutral
"@SwordAndScale Because we don't want to be racist.  So we will act like nothing. Come hugging people and celebrate as if there has never been a Coronavirus came from #Wuhan, #China that can kill 20 times more than seasonal flu.   #CoronavirusOutbreak #WuhanVirus",Hate
@Eric55581746 @WhiteHouse Hahaha You would not know a fact that bit you in the ass. The virus started in Wuhan China That's a fact. China lied about the numbers That's a fact.,Hate
"@AOC Havent you all been saying for weeks that #WuhanVirus sees no borders, no race, no religion?  Goodness you're a fucking idiot",Non-Asian Aggression
"@amyyqin Wuhan is city with 10 million population, for the past 2 months, ppl need to stay at home to fight against the virus. Now after the locking down, the citizens need to deal with some staffs. Two months, how many ppl would die in the city? Fake news! Bitch!",Neutral
"John Prine is in *critical* condition from damned wuhan virus, y'all!!!!!!!!!!! Fuck the rest of the world's problems - am off radar for a while. No bs...",Neutral
Coronavirus coverup most likey going on in communist China! Three Wall Street reporters kicked out and origin of viris in controversy!! Jim Dykes,Hate
